Index,orientation_ego,velocity_ego,orientation_ped,velocity_ped,Fitness_Min Adapted Distance,Fitness_Velocity At Min Adapted Distance,Critical
251,93.031367,2.426063,230.561961,2.582142,-0.850167,-2.426063,1
252,115.372173,1.889505,216.837486,2.425113,-0.972913,-1.889505,1
253,93.031367,2.417047,230.548021,2.684839,-0.953898,-2.417047,1
254,39.843339,2.780423,326.434382,2.652239,-0.815859,-2.780423,1
255,93.031367,2.413715,230.561961,2.582142,-0.935552,-2.413715,1
256,39.833228,2.723974,325.901366,2.541820,-0.734539,-2.723974,1
257,93.031367,2.421090,230.561961,2.572607,-0.752155,-2.421090,1
258,93.031367,2.387097,230.561961,2.582142,-0.908207,-2.387097,1
259,43.529830,1.634848,295.109868,2.519066,-0.926982,-1.634848,1
260,39.833228,2.703710,325.901366,2.541820,-0.689566,-2.703710,1
261,93.031367,2.421090,230.561961,2.582142,-0.727362,-2.421090,1
262,93.031367,1.969446,230.266687,2.415137,-0.894062,-1.969446,1
263,39.843339,2.703710,326.434382,2.521387,-0.640987,-2.703710,1
264,21.065197,2.271755,327.193677,2.496903,-0.705568,-2.271755,1
265,84.316134,1.757974,245.066324,2.857866,-0.813677,-1.757974,1
266,43.529830,1.634848,295.040904,2.519066,-0.889402,-1.634848,1
267,115.372173,1.889505,216.844319,2.444774,-0.802110,-1.889505,1
268,249.644751,1.560344,163.429513,1.623897,0.000000,0.000000,0
269,113.446532,2.529671,41.880093,2.458457,0.000000,0.000000,0
270,230.316748,1.191922,214.137559,1.510496,0.000000,0.000000,0
271,84.316134,2.389399,245.091052,2.785585,0.000000,0.000000,0
272,96.669969,1.092230,37.932770,1.779476,0.000000,0.000000,0
273,47.491552,1.519068,325.901366,2.541094,0.000000,0.000000,0
274,96.669969,1.076415,37.932770,1.779476,0.000000,0.000000,0
275,332.627752,2.803691,217.257541,2.690705,0.000000,0.000000,0
276,113.446532,2.529671,41.880093,2.454489,0.000000,0.000000,0
277,61.520761,2.809531,174.290092,2.570319,0.000000,0.000000,0
278,39.843339,1.987681,326.434382,2.211018,0.000000,0.000000,0
279,21.065197,2.703710,325.936564,2.541820,0.000000,0.000000,0
280,325.350047,2.699035,243.198601,1.352955,0.000000,0.000000,0
281,312.906214,1.776351,174.290092,2.864677,0.000000,0.000000,0
282,91.647827,2.421090,333.984313,2.983013,0.000000,0.000000,0
283,47.819549,1.747194,242.690081,2.864611,0.000000,0.000000,0
284,114.819961,2.529671,41.880093,2.454489,0.000000,0.000000,0
285,93.031367,2.420065,329.302802,2.582142,0.000000,0.000000,0
286,313.953179,1.736934,240.428739,2.852315,0.000000,0.000000,0
287,109.767085,2.685410,268.199701,1.232575,0.000000,0.000000,0
288,115.372173,2.413768,284.695194,2.503748,0.000000,0.000000,0
289,109.767085,2.685410,310.271539,1.016800,0.000000,0.000000,0
290,312.906214,2.809531,174.290092,2.580469,0.000000,0.000000,0
291,93.031367,2.423458,325.859698,2.583319,0.000000,0.000000,0
292,48.902545,1.504398,335.814582,2.498262,0.000000,0.000000,0
293,249.977335,1.168164,23.527628,1.779476,0.000000,0.000000,0
294,86.147320,2.772256,244.556641,2.863579,0.000000,0.000000,0
295,44.629971,2.289171,168.013527,2.367236,0.000000,0.000000,0
296,47.381011,1.388478,335.717406,2.498262,0.000000,0.000000,0
297,47.381011,1.431435,234.362567,1.397683,0.000000,0.000000,0
298,80.723324,1.780827,54.985744,2.193957,0.000000,0.000000,0
299,84.607146,1.757974,247.236001,2.400483,0.000000,0.000000,0
300,93.031367,2.420115,230.548021,2.684839,-0.946479,-2.420115,1
301,93.031367,2.426063,230.561961,2.582142,-0.850167,-2.426063,1
302,115.372173,1.889505,216.837486,2.425113,-0.972913,-1.889505,1
303,93.031367,2.417047,230.548021,2.684839,-0.953898,-2.417047,1
304,39.843339,2.780423,326.434382,2.652239,-0.815859,-2.780423,1
305,43.529830,1.634848,295.041765,2.519066,-0.986378,-1.634848,1
306,93.031367,2.421090,230.373670,2.541341,-0.914099,-2.421090,1
307,93.031367,2.413715,230.561961,2.582142,-0.935552,-2.413715,1
308,39.833228,2.723974,325.901366,2.541820,-0.734539,-2.723974,1
309,39.843339,2.780161,326.434382,2.652239,-0.688589,-2.780161,1
310,93.031367,2.421090,230.561961,2.573075,-0.851253,-2.421090,1
311,93.031367,2.420204,230.547907,2.579868,-0.862374,-2.420204,1
312,93.031367,2.387097,230.561961,2.582142,-0.908207,-2.387097,1
313,43.529830,1.634848,295.109868,2.519066,-0.926982,-1.634848,1
314,39.833228,2.703710,325.901366,2.541820,-0.689566,-2.703710,1
315,93.031367,2.421090,230.561961,2.572607,-0.752155,-2.421090,1
316,93.031367,1.969446,230.266687,2.415137,-0.894062,-1.969446,1
317,115.372173,1.889505,216.837486,2.398866,-0.905048,-1.889505,1
318,39.843339,2.703710,326.434382,2.521387,-0.640987,-2.703710,1
319,93.031367,2.421090,230.561961,2.582142,-0.727362,-2.421090,1
320,84.316134,1.757974,245.066324,2.857866,-0.813677,-1.757974,1
321,43.529830,1.634848,295.040904,2.519066,-0.889402,-1.634848,1
322,115.372173,1.889505,216.844319,2.444774,-0.802110,-1.889505,1
323,21.065197,2.271755,327.193677,2.496903,-0.705568,-2.271755,1
324,93.881050,2.417798,245.066324,2.857719,-0.600145,-2.417798,1
325,94.262571,1.736934,240.428739,2.852315,0.000000,0.000000,0
326,47.819549,1.747194,242.690081,2.864611,0.000000,0.000000,0
327,99.230466,2.685136,325.901366,2.673558,0.000000,0.000000,0
328,42.344305,1.092230,37.932770,2.528805,0.000000,0.000000,0
329,325.350047,2.699035,243.198601,1.379202,0.000000,0.000000,0
330,113.446532,2.540776,39.048248,2.454800,0.000000,0.000000,0
331,39.843339,2.769317,329.215464,2.655896,0.000000,0.000000,0
332,230.316748,1.192272,214.137559,1.510496,0.000000,0.000000,0
333,93.031367,2.420065,329.302802,2.582142,0.000000,0.000000,0
334,48.902545,1.504398,323.555685,2.497794,0.000000,0.000000,0
335,39.843339,1.987681,326.434382,2.211018,0.000000,0.000000,0
336,83.466450,1.753891,230.561961,2.582290,0.000000,0.000000,0
337,86.147320,2.772256,244.383693,2.863579,0.000000,0.000000,0
338,325.350047,2.699035,243.198601,1.352955,0.000000,0.000000,0
339,332.627752,2.803691,217.257541,2.690705,0.000000,0.000000,0
340,48.902545,1.504398,335.814582,2.498262,0.000000,0.000000,0
341,249.644751,1.560344,163.429513,1.623897,0.000000,0.000000,0
342,22.459107,1.669628,242.653868,2.407101,0.000000,0.000000,0
343,44.471313,1.637421,190.099259,2.517681,0.000000,0.000000,0
344,34.538063,1.634848,295.040904,2.519066,0.000000,0.000000,0
345,86.147320,2.772256,244.556641,2.863579,0.000000,0.000000,0
346,84.316134,2.389399,245.091052,2.785585,0.000000,0.000000,0
347,24.450026,1.634848,295.109007,2.519066,0.000000,0.000000,0
348,39.843339,2.703710,230.006962,2.521387,0.000000,0.000000,0
349,83.213253,2.792020,330.518657,2.535202,0.000000,0.000000,0
350,93.031367,2.420115,230.548021,2.684839,-0.946479,-2.420115,1
351,39.843339,2.780423,326.434382,2.645590,-0.922699,-2.780423,1
352,93.031367,2.417047,230.548440,2.686094,-0.991069,-2.417047,1
353,93.031367,2.426063,230.561961,2.582142,-0.850167,-2.426063,1
354,39.843339,2.780423,326.434382,2.652239,-0.815859,-2.780423,1
355,93.031367,2.421090,230.373670,2.541341,-0.914099,-2.421090,1
356,93.031367,2.417047,230.548021,2.684839,-0.953898,-2.417047,1
357,43.529830,1.634848,295.041765,2.519066,-0.986378,-1.634848,1
358,43.529830,1.647400,295.109868,2.414342,-0.982587,-1.647400,1
359,93.031367,1.956894,230.266687,2.519862,-0.980642,-1.956894,1
360,39.833228,2.723974,325.901366,2.541820,-0.734539,-2.723974,1
361,39.843339,2.780161,326.434382,2.652239,-0.688589,-2.780161,1
362,39.843339,2.767406,326.434382,2.652239,-0.719091,-2.767406,1
363,93.031367,2.421090,230.561961,2.573075,-0.851253,-2.421090,1
364,93.031367,2.420204,230.547907,2.579868,-0.862374,-2.420204,1
365,93.031367,2.413715,230.561961,2.582142,-0.935552,-2.413715,1
366,115.372173,1.889505,216.837486,2.425113,-0.972913,-1.889505,1
367,39.833228,2.703710,325.901366,2.541820,-0.689566,-2.703710,1
368,39.833228,2.724809,327.324583,2.541978,-0.607401,-2.724809,1
369,93.031367,2.421090,230.561961,2.572607,-0.752155,-2.421090,1
370,93.031367,2.387097,230.561961,2.582142,-0.908207,-2.387097,1
371,43.529830,1.634848,295.109868,2.519066,-0.926982,-1.634848,1
372,39.843339,2.703710,326.434382,2.521387,-0.640987,-2.703710,1
373,93.031367,2.421090,230.561961,2.582142,-0.727362,-2.421090,1
374,93.031367,1.969446,230.266687,2.415137,-0.894062,-1.969446,1
375,115.372173,1.889505,216.837486,2.398866,-0.905048,-1.889505,1
376,21.065197,2.273127,327.193677,2.496903,-0.825517,-2.273127,1
377,93.031367,2.413715,230.561542,2.580887,-0.724884,-2.413715,1
378,93.031367,2.420204,244.956746,2.849883,-0.647286,-2.420204,1
379,115.372173,1.895399,216.822835,2.398866,-0.885502,-1.895399,1
380,43.529830,1.634848,295.040904,2.519066,-0.889402,-1.634848,1
381,21.065197,2.271755,327.193677,2.496903,-0.705568,-2.271755,1
382,115.520195,1.969264,216.837486,2.425139,-0.709961,-1.969264,1
383,93.881050,2.417798,245.066324,2.857719,-0.600145,-2.417798,1
384,84.316134,1.757974,245.066324,2.857866,-0.813677,-1.757974,1
385,115.372173,1.889505,216.844319,2.444774,-0.802110,-1.889505,1
386,115.037441,1.192272,214.137559,1.510496,-0.646835,-1.192272,1
387,230.651479,1.889505,216.844319,2.444774,0.000000,0.000000,0
388,325.350047,2.699035,243.198601,1.379202,0.000000,0.000000,0
389,230.316748,1.192272,214.137559,1.510496,0.000000,0.000000,0
390,93.031367,1.745507,230.548021,2.579247,0.000000,0.000000,0
391,48.902545,1.498504,323.570312,2.497794,0.000000,0.000000,0
392,43.529830,2.399149,295.041765,2.519066,0.000000,0.000000,0
393,86.147320,2.772256,244.556641,2.863579,0.000000,0.000000,0
394,94.262571,1.736934,240.428739,2.852315,0.000000,0.000000,0
395,93.142653,1.097109,240.432648,2.858293,0.000000,0.000000,0
396,94.330027,2.721496,230.561961,2.581859,0.000000,0.000000,0
397,39.843339,1.894473,326.434382,2.444422,0.000000,0.000000,0
398,115.661844,2.297504,216.837486,2.425113,0.000000,0.000000,0
399,10.580579,1.315782,335.814582,2.498262,0.000000,0.000000,0
400,93.031367,2.417047,230.548440,2.686094,-0.991069,-2.417047,1
401,39.833228,2.782844,326.423230,2.541820,-0.930034,-2.782844,1
402,40.375945,2.681472,328.786053,2.521387,-0.989263,-2.681472,1
403,39.843339,2.780423,326.434382,2.645590,-0.922699,-2.780423,1
404,93.031367,2.420115,230.548021,2.684839,-0.946479,-2.420115,1
405,93.031367,2.417047,230.548021,2.684839,-0.953898,-2.417047,1
406,43.529830,1.634848,295.041765,2.519066,-0.986378,-1.634848,1
407,43.529830,1.647400,295.109868,2.414342,-0.982587,-1.647400,1
408,93.031367,1.956894,230.266687,2.519862,-0.980642,-1.956894,1
409,93.031367,2.426063,230.561961,2.582142,-0.850167,-2.426063,1
410,39.843339,2.780423,326.434382,2.652239,-0.815859,-2.780423,1
411,93.031367,2.421090,230.373670,2.541341,-0.914099,-2.421090,1
412,93.031367,2.413715,230.561961,2.582142,-0.935552,-2.413715,1
413,115.372173,1.889505,216.837486,2.425113,-0.972913,-1.889505,1
414,39.843339,2.780161,326.434382,2.652239,-0.688589,-2.780161,1
415,39.843339,2.767406,326.434382,2.652239,-0.719091,-2.767406,1
416,39.843339,2.732352,326.434382,2.652239,-0.774284,-2.732352,1
417,39.833228,2.724809,326.448889,2.541978,-0.778248,-2.724809,1
418,39.843339,2.780423,327.310075,2.652239,-0.638278,-2.780423,1
419,93.031367,2.421090,230.561961,2.573075,-0.851253,-2.421090,1
420,93.031367,2.420204,230.547907,2.579868,-0.862374,-2.420204,1
421,93.031367,2.387097,230.561961,2.582142,-0.908207,-2.387097,1
422,117.195567,1.889505,216.837486,2.662692,-0.963612,-1.889505,1
423,39.833228,2.723974,325.901366,2.541820,-0.734539,-2.723974,1
424,93.031367,2.519496,244.956746,2.849883,-0.770276,-2.519496,1
425,43.538611,2.780161,327.495896,2.652299,-0.614894,-2.780161,1
426,93.031367,2.420204,230.267826,2.579868,-0.771120,-2.420204,1
427,93.031367,2.413715,230.371899,2.582142,-0.827380,-2.413715,1
428,93.031367,1.969446,230.266687,2.415137,-0.894062,-1.969446,1
429,93.031367,2.387097,230.561961,2.582188,-0.892526,-2.387097,1
430,43.529830,1.634848,295.109868,2.519066,-0.926982,-1.634848,1
431,115.372173,1.889505,216.837486,2.398866,-0.905048,-1.889505,1
432,39.833228,2.703710,325.901366,2.541820,-0.689566,-2.703710,1
433,39.843339,2.721292,325.912517,2.652239,-0.648413,-2.721292,1
434,93.031367,2.421090,230.561961,2.572607,-0.752155,-2.421090,1
435,93.031367,2.434430,246.799085,2.908301,-0.739145,-2.434430,1
436,39.833228,2.724809,327.324583,2.541978,-0.607401,-2.724809,1
437,21.065197,2.273127,327.193677,2.496903,-0.825517,-2.273127,1
438,115.372173,1.895399,216.822835,2.398866,-0.885502,-1.895399,1
439,93.031367,1.969446,230.546768,2.415137,-0.839536,-1.969446,1
440,43.529830,1.634848,295.040904,2.519066,-0.889402,-1.634848,1
441,39.843339,2.703710,326.434382,2.521387,-0.640987,-2.703710,1
442,93.031367,2.421090,230.563732,2.541341,-0.743423,-2.421090,1
443,93.031367,2.000543,230.561542,2.422052,-0.754970,-2.000543,1
444,84.316134,1.757974,245.066324,2.857866,-0.813677,-1.757974,1
445,115.372173,1.889505,216.844319,2.444774,-0.802110,-1.889505,1
446,93.031367,2.421090,230.561961,2.582142,-0.727362,-2.421090,1
447,93.031367,2.420229,230.561961,2.582142,-0.731004,-2.420229,1
448,93.031367,2.420204,244.956746,2.849883,-0.647286,-2.420204,1
449,93.031367,2.417955,230.106993,2.573075,-0.729010,-2.417955,1
450,93.031367,2.417047,230.548440,2.686094,-0.991069,-2.417047,1
451,40.375945,2.681472,328.786053,2.521387,-0.989263,-2.681472,1
452,39.842981,2.782942,326.433659,2.652239,-0.930517,-2.782942,1
453,93.031367,2.420115,230.548021,2.684839,-0.946479,-2.420115,1
454,93.031367,2.417047,230.548021,2.684839,-0.953898,-2.417047,1
455,43.529830,1.634848,295.041765,2.519066,-0.986378,-1.634848,1
456,43.529830,1.647400,295.109868,2.414342,-0.982587,-1.647400,1
457,93.031367,1.956894,230.266687,2.519862,-0.980642,-1.956894,1
458,39.833228,2.782844,326.423230,2.541820,-0.930034,-2.782844,1
459,93.031367,2.413715,230.561961,2.582142,-0.935552,-2.413715,1
460,115.372173,1.889505,216.837486,2.425113,-0.972913,-1.889505,1
461,39.843339,2.780423,326.434382,2.645590,-0.922699,-2.780423,1
462,40.375945,2.781684,328.786053,2.516683,-0.712897,-2.781684,1
463,39.832965,2.780798,326.434382,2.645590,-0.868545,-2.780798,1
464,93.031367,2.420942,230.561988,2.573075,-0.928420,-2.420942,1
465,115.372173,1.889505,216.837486,2.355971,-0.969725,-1.889505,1
466,93.031367,2.421090,230.373670,2.541341,-0.914099,-2.421090,1
467,93.031367,2.426063,230.561961,2.582142,-0.850167,-2.426063,1
468,39.843339,2.780423,326.434382,2.652239,-0.815859,-2.780423,1
469,39.843339,2.680211,327.310075,2.656942,-0.845094,-2.680211,1
470,39.843183,2.780145,326.448889,2.650610,-0.838928,-2.780145,1
471,117.195567,1.889505,216.837486,2.662692,-0.963612,-1.889505,1
472,93.031367,2.421090,230.561961,2.573075,-0.851253,-2.421090,1
473,93.031367,2.420204,230.547907,2.579868,-0.862374,-2.420204,1
474,93.031367,2.387097,230.561961,2.582142,-0.908207,-2.387097,1
475,39.843339,2.780161,326.434382,2.652239,-0.688589,-2.780161,1
476,39.843339,2.780423,326.294323,2.648190,-0.675723,-2.780423,1
477,39.843339,2.767406,326.434382,2.652239,-0.719091,-2.767406,1
478,43.509780,2.745751,326.256073,2.544517,-0.795622,-2.745751,1
479,43.529830,1.634848,295.109868,2.519066,-0.926982,-1.634848,1
480,39.853278,1.613898,295.233720,2.516527,-0.958892,-1.613898,1
481,93.031367,2.413715,230.371899,2.582142,-0.827380,-2.413715,1
482,93.031367,1.969446,230.266687,2.415137,-0.894062,-1.969446,1
483,93.031367,2.387097,230.561961,2.582188,-0.892526,-2.387097,1
484,115.372173,1.889505,216.837486,2.398866,-0.905048,-1.889505,1
485,39.843339,2.780423,327.310075,2.652239,-0.638278,-2.780423,1
486,39.843339,2.732352,326.434382,2.652239,-0.774284,-2.732352,1
487,39.833228,2.724809,326.448889,2.541978,-0.778248,-2.724809,1
488,43.529830,1.634848,295.181823,2.516466,-0.908782,-1.634848,1
489,21.065197,2.273127,327.193677,2.496903,-0.825517,-2.273127,1
490,115.372173,1.895399,216.822835,2.398866,-0.885502,-1.895399,1
491,93.031367,1.994908,230.561542,2.427446,-0.884130,-1.994908,1
492,43.538611,2.780161,327.495896,2.652299,-0.614894,-2.780161,1
493,39.833385,2.725087,326.434382,2.543607,-0.730217,-2.725087,1
494,39.833228,2.723974,325.901366,2.541820,-0.734539,-2.723974,1
495,93.031367,2.519496,244.956746,2.849883,-0.770276,-2.519496,1
496,93.031367,2.420204,230.267826,2.579868,-0.771120,-2.420204,1
497,39.833228,2.724809,327.324583,2.541978,-0.607401,-2.724809,1
498,43.529830,1.634848,295.040904,2.519066,-0.889402,-1.634848,1
499,93.031367,1.969446,230.546768,2.415137,-0.839536,-1.969446,1
