Index,orientation_ego,velocity_ego,orientation_ped,velocity_ped,Min distance,Velocity at min distance,Critical
663,95.156248,2.823150,170.602993,1.406228,0.183919,-2.823150,1
664,45.817162,2.861487,275.473325,2.000774,0.227719,-2.861487,1
665,46.009516,2.878033,276.106682,1.983755,0.229714,-2.878033,1
666,46.007582,2.915211,276.083337,2.000889,0.258633,-2.915211,1
667,46.009516,2.961307,276.029453,2.036228,0.290970,-2.961307,1
668,44.945918,2.964716,273.804691,1.953943,0.674644,-2.964716,0
669,60.520626,2.253714,253.858981,1.789438,0.182968,-2.253714,1
670,95.150845,2.785476,172.560288,1.405880,0.194669,-2.785476,1
671,45.817162,2.861487,275.473325,2.000724,0.248339,-2.861487,1
672,46.009516,2.888700,276.106682,1.982133,0.260199,-2.888700,1
673,45.817162,2.915100,275.473325,2.000724,0.283932,-2.915100,1
674,60.198240,2.902604,253.849524,1.984822,0.277104,-2.902604,1
675,46.009516,2.961307,273.091444,2.036228,0.463543,-2.961307,0
676,59.743412,2.943663,253.280352,2.003819,0.362096,-2.943663,0
677,28.741427,2.964716,255.687493,1.429595,3.864622,-2.964716,0
678,60.520626,2.253714,253.340879,1.786563,0.200826,-2.253714,1
679,60.520626,2.287017,253.340879,1.791846,0.210196,-2.287017,1
680,45.819097,2.888589,275.496670,1.981968,0.263307,-2.888589,1
681,60.198240,2.902909,253.849524,1.984822,0.349200,-2.902909,0
682,60.198240,2.888809,253.280352,1.974087,0.346642,-2.888809,0
683,60.198240,2.902086,253.280352,1.974087,0.349185,-2.902086,0
684,45.819695,2.956872,273.070702,1.982133,0.519292,-2.956872,0
685,45.819695,2.957007,273.070702,1.982133,0.597941,-2.957007,0
686,30.894608,2.961307,280.407651,2.036228,1.540413,-2.961307,0
687,60.198240,2.942647,253.280352,1.789200,0.462940,-2.942647,0
688,44.945918,2.964716,170.570717,1.430920,5.832406,-2.964716,0
689,60.520626,2.253714,253.854507,1.789438,0.213144,-2.253714,1
690,46.009516,2.878033,276.106682,1.982133,0.263614,-2.878033,1
691,60.198240,2.887891,253.300448,2.089268,0.285477,-2.887891,1
692,93.871000,2.878096,175.068258,1.420593,0.278590,-2.878096,1
693,60.198240,2.902604,253.335896,1.981947,0.393437,-2.902604,0
694,60.198240,2.888809,253.280352,2.333702,0.347405,-2.888809,0
695,45.998789,2.956872,273.124302,1.982133,0.525227,-2.956872,0
696,45.819695,2.956945,266.322581,1.982336,1.000737,-2.956945,0
697,45.655593,2.916370,273.091444,1.967900,0.525067,-2.916370,0
698,45.819695,2.956872,273.068134,1.982133,0.573610,-2.956872,0
699,60.520626,2.253714,253.336404,1.786563,0.254054,-2.253714,1
700,82.037077,2.831200,224.564300,2.003932,0.176254,-2.831200,1
701,46.725486,2.936202,276.106682,1.981665,0.224476,-2.936202,1
702,45.819695,2.961518,276.052899,2.035637,0.280729,-2.961518,1
703,82.037077,2.830940,224.564300,2.003883,0.153137,-2.830940,1
704,46.725486,2.961204,276.126399,1.981665,0.232550,-2.961204,1
705,60.336172,2.996156,253.411392,1.982133,0.338675,-2.996156,0
706,46.009516,2.961307,276.100104,2.036228,0.259107,-2.961307,1
707,82.037077,2.831200,224.564300,2.003883,0.200428,-2.831200,1
708,45.817162,2.861487,275.473325,2.000774,0.227719,-2.861487,1
709,46.009516,2.878033,276.106682,1.983755,0.229714,-2.878033,1
710,95.150845,2.818779,172.560288,1.411163,0.181938,-2.818779,1
711,45.817162,2.829600,275.473325,2.000724,0.196506,-2.829600,1
712,95.156248,2.823150,170.602993,1.406228,0.183919,-2.823150,1
713,46.009516,2.960530,276.029453,2.036228,0.237616,-2.960530,1
714,41.796623,2.991965,275.949928,1.778793,1.094944,-2.991965,0
715,45.819695,2.996156,253.411392,1.982133,1.851989,-2.996156,0
716,46.009516,2.991764,276.030615,2.036003,0.346645,-2.991764,0
717,46.009516,2.961234,276.029453,2.036026,0.265821,-2.961234,1
718,46.009516,2.961307,276.029453,2.036228,0.290970,-2.961307,1
719,60.520626,2.253714,253.858981,1.789438,0.182968,-2.253714,1
720,95.150845,2.785476,172.560288,1.405880,0.194669,-2.785476,1
721,46.007582,2.915211,276.083337,2.000889,0.258633,-2.915211,1
722,45.817162,2.861487,275.473325,2.000724,0.248339,-2.861487,1
723,95.136143,2.991965,171.219769,1.778793,1.121330,-2.991965,0
724,46.009516,2.973126,273.091444,1.980631,0.512641,-2.973126,0
725,44.994307,2.966106,276.106682,1.982133,0.436550,-2.966106,0
726,46.870454,2.979715,273.526034,1.789310,0.558976,-2.979715,0
727,45.827428,2.963518,275.464978,2.035644,0.378282,-2.963518,0
728,46.271990,2.979668,273.086150,1.990425,0.518185,-2.979668,0
729,45.259016,2.961307,276.406400,2.036228,0.292546,-2.961307,1
730,60.520626,2.253714,253.340879,1.786563,0.200826,-2.253714,1
731,60.520626,2.287017,253.340879,1.791846,0.210196,-2.287017,1
732,46.009516,2.888700,276.106682,1.982133,0.260199,-2.888700,1
733,45.817162,2.915100,275.473325,2.000724,0.283932,-2.915100,1
734,60.198240,2.902604,253.849524,1.984822,0.277104,-2.902604,1
735,46.271990,2.979715,273.526034,1.789314,0.603240,-2.979715,0
736,46.009516,2.961307,273.091444,2.036228,0.463543,-2.961307,0
737,59.743412,2.943663,253.280352,2.003819,0.362096,-2.943663,0
738,60.520626,2.253714,253.854507,1.789438,0.213144,-2.253714,1
739,45.819097,2.888589,275.496670,1.981968,0.263307,-2.888589,1
740,60.198240,2.902909,253.849524,1.984822,0.349200,-2.902909,0
741,60.198240,2.902719,253.335896,1.981947,0.319677,-2.902719,0
742,44.945918,2.964716,273.803127,1.953943,0.673743,-2.964716,0
743,46.009516,2.973173,273.531328,1.779519,0.726653,-2.973173,0
744,45.819695,2.956872,273.070702,1.982133,0.519292,-2.956872,0
745,45.819695,2.957007,273.070702,1.982133,0.597941,-2.957007,0
746,45.820148,2.956609,273.091444,2.036489,0.482289,-2.956609,0
747,59.743412,2.943548,253.280352,2.003819,0.387530,-2.943548,0
748,59.922162,2.253714,253.854507,1.789441,0.236309,-2.253714,1
749,81.854366,2.970346,190.133305,1.405880,1.243437,-2.970346,0
750,82.037077,2.831200,224.564300,2.003932,0.176254,-2.831200,1
751,45.819695,2.961518,276.052899,2.035637,0.280729,-2.961518,1
752,82.037077,2.830940,224.564300,2.003883,0.153137,-2.830940,1
753,45.819695,2.996156,276.150747,1.982133,0.326666,-2.996156,0
754,81.756713,2.866044,224.564300,2.003076,0.185142,-2.866044,1
755,46.029547,2.961513,276.055577,2.036223,0.217148,-2.961513,1
756,45.259016,2.999820,276.406400,2.011909,0.328253,-2.999820,0
757,46.714892,2.961204,276.088595,1.975332,0.212102,-2.961204,1
758,45.819587,2.963051,276.052899,2.035490,0.306200,-2.963051,0
759,95.156248,2.823150,170.602993,1.406228,0.183919,-2.823150,1
760,95.150845,2.820040,172.560288,1.411163,0.155573,-2.820040,1
761,82.037077,2.831200,224.564300,2.003883,0.200428,-2.831200,1
762,45.817162,2.829600,275.473325,2.000724,0.196506,-2.829600,1
763,46.009516,2.961307,276.100104,2.036228,0.259107,-2.961307,1
764,45.799665,2.961312,276.026776,2.035642,0.264576,-2.961312,1
765,46.725486,2.961310,276.126399,1.986339,0.262465,-2.961310,1
766,60.336172,2.996156,253.411392,1.982133,0.338675,-2.996156,0
767,46.725486,2.936202,276.106682,1.981665,0.224476,-2.936202,1
768,46.725486,2.961204,276.126399,1.981665,0.232550,-2.961204,1
769,46.009516,2.887438,276.106682,1.982133,0.213219,-2.887438,1
770,95.150845,2.818779,172.560288,1.411163,0.181938,-2.818779,1
771,46.009516,2.961234,276.029453,2.036026,0.265821,-2.961234,1
772,46.009516,2.961307,276.029453,2.036228,0.290970,-2.961307,1
773,46.009516,2.991764,276.030615,2.036003,0.346645,-2.991764,0
774,60.336172,2.996156,253.411392,2.002966,0.357107,-2.996156,0
775,46.009516,2.914156,276.030615,2.036003,0.225352,-2.914156,1
776,46.009516,2.960530,276.029453,2.036228,0.237616,-2.960530,1
777,82.037077,2.830940,224.564300,1.983050,0.220277,-2.830940,1
778,60.520626,2.253714,253.858981,1.789438,0.182968,-2.253714,1
779,95.150845,2.785476,172.560288,1.405880,0.194669,-2.785476,1
780,45.259016,2.961307,276.406400,2.036228,0.292546,-2.961307,1
781,41.796623,2.991965,275.949928,1.778793,1.094944,-2.991965,0
782,45.819695,2.996156,253.411392,1.982133,1.851989,-2.996156,0
783,46.009516,2.973126,273.091444,1.980631,0.512641,-2.973126,0
784,44.994307,2.966106,276.106682,1.982133,0.436550,-2.966106,0
785,46.870454,2.979715,273.526034,1.789310,0.558976,-2.979715,0
786,45.827428,2.963518,275.464978,2.035644,0.378282,-2.963518,0
787,46.271990,2.979668,273.086150,1.990425,0.518185,-2.979668,0
788,45.827308,2.963746,275.464978,1.982392,0.387565,-2.963746,0
789,45.817162,2.861487,275.473325,2.000774,0.227719,-2.861487,1
790,46.009516,2.878033,276.106682,1.983755,0.229714,-2.878033,1
791,45.817270,2.859953,275.473325,2.000921,0.227384,-2.859953,1
792,46.007582,2.915211,276.083337,2.000889,0.258633,-2.915211,1
793,46.009818,2.958072,276.097547,2.036496,0.273840,-2.958072,1
794,60.520626,2.253714,253.834681,1.789444,0.197700,-2.253714,1
795,95.136143,2.991965,171.219769,1.778793,1.121330,-2.991965,0
796,60.520626,2.287017,253.340879,1.791846,0.210196,-2.287017,1
797,45.817162,2.861487,275.473325,2.000724,0.248339,-2.861487,1
798,46.271990,2.979715,273.526034,1.789314,0.603240,-2.979715,0
799,46.009516,2.961307,273.091444,2.036228,0.463543,-2.961307,0
800,82.037077,2.831200,224.564300,2.003932,0.176254,-2.831200,1
801,82.037077,2.830940,224.564300,2.003883,0.153137,-2.830940,1
802,45.819695,2.996156,276.150747,1.982133,0.326666,-2.996156,0
803,81.756713,2.866044,224.564300,2.003076,0.185142,-2.866044,1
804,46.029547,2.961513,276.055577,2.036223,0.217148,-2.961513,1
805,45.259016,2.999820,276.406400,2.011909,0.328253,-2.999820,0
806,46.714892,2.961204,276.088595,1.975332,0.212102,-2.961204,1
807,46.714892,2.963786,276.088595,1.975332,0.222112,-2.963786,1
808,45.819695,2.994114,276.151273,2.037703,0.299571,-2.994114,1
809,95.156248,2.823150,170.602993,1.406228,0.183919,-2.823150,1
810,95.150845,2.820040,172.560288,1.411163,0.155573,-2.820040,1
811,82.037077,2.831200,224.564300,2.003883,0.200428,-2.831200,1
812,45.817162,2.829600,275.473325,2.000724,0.196506,-2.829600,1
813,60.336172,2.996156,253.411392,1.982133,0.338675,-2.996156,0
814,45.819695,2.996723,253.411392,1.982133,1.851270,-2.996723,0
815,46.009516,2.887438,276.106682,1.982133,0.213219,-2.887438,1
816,46.009516,2.961307,276.100104,2.036228,0.259107,-2.961307,1
817,45.799665,2.961312,276.026776,2.035642,0.264576,-2.961312,1
818,46.725486,2.961310,276.126399,1.986339,0.262465,-2.961310,1
819,46.725486,2.936202,276.106682,1.981665,0.224476,-2.936202,1
820,46.725486,2.961204,276.126399,1.981665,0.232550,-2.961204,1
821,45.808208,2.963051,276.052899,2.035044,0.267338,-2.963051,1
822,95.150845,2.818779,172.560288,1.411163,0.181938,-2.818779,1
823,46.009516,2.991764,276.030615,2.036003,0.346645,-2.991764,0
824,60.336172,2.996156,253.411392,2.002966,0.357107,-2.996156,0
825,82.037077,2.830940,224.564300,1.983050,0.220277,-2.830940,1
826,46.009516,2.961234,276.029453,2.036026,0.265821,-2.961234,1
827,46.009516,2.914156,276.030615,2.036003,0.225352,-2.914156,1
828,46.009516,2.960530,276.029453,2.036228,0.237616,-2.960530,1
829,45.819695,2.961518,276.052899,2.035637,0.280729,-2.961518,1
830,45.819587,2.963051,276.052899,2.035490,0.306200,-2.963051,0
831,60.520626,2.253714,253.858981,1.789438,0.182968,-2.253714,1
832,95.150845,2.785476,172.560288,1.405880,0.194669,-2.785476,1
833,45.827428,2.963518,275.464978,2.035644,0.378282,-2.963518,0
834,45.819695,2.992336,275.948012,2.001133,0.386039,-2.992336,0
835,60.336172,2.996156,253.204198,1.983408,0.387930,-2.996156,0
836,45.817162,2.861487,275.473325,2.000774,0.227719,-2.861487,1
837,46.009516,2.878033,276.106682,1.983755,0.229714,-2.878033,1
838,45.817270,2.859953,275.473325,2.000921,0.227384,-2.859953,1
839,46.007582,2.915211,276.083337,2.000889,0.258633,-2.915211,1
840,46.009818,2.958072,276.097547,2.036496,0.273840,-2.958072,1
841,46.009516,2.961307,276.029453,2.036228,0.290970,-2.961307,1
842,46.725486,2.961204,276.126399,1.979790,0.285970,-2.961204,1
843,45.819695,2.996156,253.411392,1.982133,1.851989,-2.996156,0
844,60.520626,2.253714,253.834681,1.789444,0.197700,-2.253714,1
845,45.817162,2.861487,275.473325,2.000724,0.248339,-2.861487,1
846,60.520626,2.287017,253.340879,1.791846,0.210196,-2.287017,1
847,41.808003,2.991965,275.949928,1.779238,1.045385,-2.991965,0
848,46.632827,2.995544,253.411392,2.002966,1.750793,-2.995544,0
849,38.522707,2.980003,286.622480,1.982392,0.521076,-2.980003,0
850,82.037077,2.831200,224.564300,2.003932,0.176254,-2.831200,1
851,82.037077,2.830940,224.564300,2.003883,0.153137,-2.830940,1
852,81.756713,2.866044,224.564300,2.003076,0.185142,-2.866044,1
853,46.029547,2.961513,276.055577,2.036223,0.217148,-2.961513,1
854,46.714892,2.961204,276.088595,1.975332,0.212102,-2.961204,1
855,46.714892,2.963786,276.088595,1.975332,0.222112,-2.963786,1
856,60.336172,2.996156,253.661798,1.983505,0.287772,-2.996156,1
857,45.259430,2.999945,240.301312,1.885573,2.719924,-2.999945,0
858,60.336172,2.999910,253.411392,2.002985,0.326104,-2.999910,0
859,95.156248,2.823150,170.602993,1.406228,0.183919,-2.823150,1
860,95.150845,2.820040,172.560288,1.411163,0.155573,-2.820040,1
861,95.150845,2.820045,172.560288,1.411163,0.180048,-2.820045,1
862,82.037077,2.831200,224.564300,2.003883,0.200428,-2.831200,1
863,45.817162,2.829600,275.473325,2.000724,0.196506,-2.829600,1
864,46.009516,2.887438,276.106682,1.982133,0.213219,-2.887438,1
865,46.023564,2.913770,276.030615,2.035645,0.221652,-2.913770,1
866,46.009516,2.961307,276.100104,2.036228,0.259107,-2.961307,1
867,45.799665,2.961312,276.026776,2.035642,0.264576,-2.961312,1
868,46.725486,2.961310,276.126399,1.986339,0.262465,-2.961310,1
869,46.725486,2.936202,276.106682,1.981665,0.224476,-2.936202,1
870,46.725486,2.961204,276.126399,1.981665,0.232550,-2.961204,1
871,60.899087,2.963364,253.778285,2.036223,0.281679,-2.963364,1
872,45.808208,2.963051,276.052899,2.033333,0.266159,-2.963051,1
873,46.009537,2.961234,276.097262,2.036486,0.241623,-2.961234,1
874,45.819695,2.994114,276.151273,2.037703,0.299571,-2.994114,1
875,45.819718,2.996156,276.150747,2.000333,0.324217,-2.996156,0
876,46.720136,2.996075,276.151861,1.983143,0.304730,-2.996075,0
877,45.259016,2.999820,276.406400,2.011909,0.328253,-2.999820,0
878,60.520626,2.287017,253.810925,1.791909,0.161789,-2.287017,1
879,95.150845,2.818779,172.560288,1.411163,0.181938,-2.818779,1
880,82.037077,2.830940,224.564300,1.983050,0.220277,-2.830940,1
881,46.009798,2.892144,276.029739,2.036036,0.222001,-2.892144,1
882,46.009516,2.914156,276.030615,2.036003,0.225352,-2.914156,1
883,46.009516,2.960530,276.029453,2.036228,0.237616,-2.960530,1
884,46.694254,2.961204,275.714598,1.982224,0.238732,-2.961204,1
885,45.808208,2.963051,276.052899,2.035044,0.267338,-2.963051,1
886,46.009516,2.961234,276.029453,2.036026,0.265821,-2.961234,1
887,45.819695,2.996156,276.150747,1.982133,0.326666,-2.996156,0
888,46.009516,2.991764,276.030615,2.038045,0.315595,-2.991764,0
889,45.819281,2.996546,276.406400,2.011909,0.352642,-2.996546,0
890,45.274320,2.999820,276.425668,2.011810,0.417414,-2.999820,0
891,60.520626,2.253714,253.858981,1.789438,0.182968,-2.253714,1
892,45.840333,2.996723,253.785389,1.975241,1.809027,-2.996723,0
893,45.817270,2.996342,275.473325,2.000921,0.444808,-2.996342,0
894,95.150845,2.785476,172.560288,1.405880,0.194669,-2.785476,1
895,60.336172,2.996156,253.411392,1.982133,0.338675,-2.996156,0
896,95.150845,2.818774,172.560288,1.411163,0.210252,-2.818774,1
897,46.009516,2.878033,276.106682,1.983755,0.229714,-2.878033,1
898,46.007582,2.915211,276.083337,2.000889,0.258633,-2.915211,1
899,45.819587,2.963051,276.052899,2.035490,0.306200,-2.963051,0
900,82.037077,2.831200,224.564300,2.003932,0.176254,-2.831200,1
901,82.037077,2.830940,224.564300,2.003883,0.153137,-2.830940,1
902,60.336172,2.999910,253.411392,2.002985,0.326104,-2.999910,0
903,23.116222,2.999973,276.406400,2.001050,2.708245,-2.999973,0
904,60.899087,2.964498,253.778285,2.036223,0.205398,-2.964498,1
905,46.725486,2.939984,276.106682,1.981959,0.181219,-2.939984,1
906,61.219541,2.999396,253.411392,2.002985,0.237075,-2.999396,1
907,95.150845,2.820040,172.560288,1.411163,0.155573,-2.820040,1
908,95.150845,2.820045,172.560288,1.411163,0.180048,-2.820045,1
909,45.259016,2.999820,276.406400,2.011909,0.328253,-2.999820,0
910,60.342914,2.999910,253.411392,2.002985,0.351174,-2.999910,0
911,45.259430,2.999945,240.301312,1.885573,2.719924,-2.999945,0
912,46.029547,2.961513,276.055577,2.036223,0.217148,-2.961513,1
913,46.714892,2.961204,276.088595,1.975332,0.212102,-2.961204,1
914,46.714892,2.963786,276.088595,1.975332,0.222112,-2.963786,1
915,81.756713,2.866044,224.564300,2.003076,0.185142,-2.866044,1
916,95.156248,2.823150,170.602993,1.406228,0.183919,-2.823150,1
917,46.023564,2.912636,276.030615,2.035645,0.188708,-2.912636,1
918,60.336172,2.996156,253.661798,1.983505,0.287772,-2.996156,1
919,45.811682,2.996124,276.425668,2.011810,0.283738,-2.996124,1
920,45.819281,2.992698,276.406400,2.011615,0.272159,-2.992698,1
921,60.520626,2.287017,253.810925,1.791909,0.161789,-2.287017,1
922,95.150845,2.818779,172.560288,1.411163,0.181938,-2.818779,1
923,45.817270,2.996342,275.473325,2.011779,0.340128,-2.996342,0
924,45.819281,2.996546,276.406400,2.011909,0.352642,-2.996546,0
925,45.282356,2.999841,276.150747,2.000333,0.391533,-2.999841,0
926,46.008405,2.997262,275.997294,2.036228,0.365568,-2.997262,0
927,45.235197,2.999820,276.406053,2.011164,0.382457,-2.999820,0
928,45.497535,2.999910,240.541370,1.886416,2.730274,-2.999910,0
929,46.023564,2.913770,276.030615,2.035645,0.221652,-2.913770,1
930,46.009516,2.961307,276.100104,2.036228,0.259107,-2.961307,1
931,45.799665,2.961312,276.026776,2.035642,0.264576,-2.961312,1
932,46.725486,2.961310,276.126399,1.986339,0.262465,-2.961310,1
933,46.725486,2.936202,276.106682,1.981665,0.224476,-2.936202,1
934,46.725486,2.961204,276.126399,1.981665,0.232550,-2.961204,1
935,45.808208,2.963051,276.052899,2.033333,0.266159,-2.963051,1
936,46.009537,2.961234,276.097262,2.036486,0.241623,-2.961234,1
937,82.037077,2.831200,224.564300,2.003883,0.200428,-2.831200,1
938,46.009516,2.887438,276.106682,1.982133,0.213219,-2.887438,1
939,82.039429,2.830547,224.564300,2.003106,0.194691,-2.830547,1
940,45.819718,2.996156,276.150747,2.000333,0.324217,-2.996156,0
941,45.819695,2.994114,276.151273,2.037703,0.299571,-2.994114,1
942,46.720136,2.996075,276.151861,1.983143,0.304730,-2.996075,0
943,60.899087,2.963364,253.778285,2.036223,0.281679,-2.963364,1
944,46.009801,2.991764,276.030624,2.038045,0.288411,-2.991764,1
945,60.520626,2.253714,253.858981,1.789438,0.182968,-2.253714,1
946,45.198036,2.999820,276.031274,2.011436,0.407077,-2.999820,0
947,95.150845,2.785476,172.560288,1.405880,0.194669,-2.785476,1
948,45.819695,2.996156,276.150747,1.982133,0.326666,-2.996156,0
949,46.009516,2.991764,276.030615,2.038045,0.315595,-2.991764,0
950,23.116222,2.999973,276.406400,2.001050,2.708245,-2.999973,0
951,60.899087,2.964498,253.778285,2.036223,0.205398,-2.964498,1
952,46.725486,2.939984,276.106682,1.981959,0.181219,-2.939984,1
953,61.219541,2.999396,253.411392,2.002985,0.237075,-2.999396,1
954,81.758095,2.831906,224.564300,2.003883,0.178062,-2.831906,1
955,45.192725,2.999938,276.425668,2.011810,0.399135,-2.999938,0
956,60.336172,2.999910,253.411392,2.002985,0.304973,-2.999910,0
957,82.514634,2.831200,224.564300,2.002960,0.110980,-2.831200,1
958,45.259430,2.999945,240.301312,1.885573,2.719924,-2.999945,0
959,23.116222,2.999973,276.428633,2.001372,2.735610,-2.999973,0
960,45.259430,2.999944,240.301312,1.885573,2.708741,-2.999944,0
961,46.029547,2.961513,276.055577,2.036223,0.217148,-2.961513,1
962,46.714892,2.961204,276.088595,1.975332,0.212102,-2.961204,1
963,46.714892,2.963786,276.088595,1.975332,0.222112,-2.963786,1
964,81.756713,2.866044,224.564300,2.003076,0.185142,-2.866044,1
965,46.023564,2.912636,276.030615,2.035645,0.188708,-2.912636,1
966,61.214645,2.999396,253.411392,2.002985,0.266054,-2.999396,1
967,60.336172,2.999910,253.411392,2.002985,0.326104,-2.999910,0
968,45.511202,2.999910,273.694051,1.886416,0.640374,-2.999910,0
969,82.037077,2.831200,224.564300,2.003932,0.176254,-2.831200,1
970,82.037077,2.830940,224.564300,2.003883,0.153137,-2.830940,1
971,45.259430,2.999945,169.718568,1.381865,5.801297,-2.999945,0
972,45.497535,2.999910,240.541370,1.886416,2.730274,-2.999910,0
973,46.023564,2.913770,276.030615,2.035645,0.221652,-2.913770,1
974,46.009516,2.961307,276.100104,2.036228,0.259107,-2.961307,1
975,45.799665,2.961312,276.026776,2.035642,0.264576,-2.961312,1
976,46.725486,2.961310,276.126399,1.986339,0.262465,-2.961310,1
977,46.725486,2.936202,276.106682,1.981665,0.224476,-2.936202,1
978,46.725486,2.961204,276.126399,1.981665,0.232550,-2.961204,1
979,46.009537,2.961234,276.097262,2.036486,0.241623,-2.961234,1
980,46.009516,2.887438,276.106682,1.982133,0.213219,-2.887438,1
981,82.035696,2.865338,224.564300,2.003076,0.198294,-2.865338,1
982,60.336172,2.996156,253.661798,1.983505,0.287772,-2.996156,1
983,45.811682,2.996124,276.425668,2.011810,0.283738,-2.996124,1
984,45.819281,2.992698,276.406400,2.011615,0.272159,-2.992698,1
985,45.808208,2.963051,276.052899,2.033333,0.266159,-2.963051,1
986,45.259016,2.999820,276.406400,2.011909,0.328253,-2.999820,0
987,60.341068,2.999910,253.411392,2.002985,0.336711,-2.999910,0
988,95.150845,2.820040,172.560288,1.411163,0.155573,-2.820040,1
989,95.150845,2.820045,172.560288,1.411163,0.180048,-2.820045,1
990,95.156248,2.823150,170.602993,1.406228,0.183919,-2.823150,1
991,82.039429,2.830547,224.564300,2.003106,0.194691,-2.830547,1
992,95.150845,2.829689,174.007223,1.426249,0.186578,-2.829689,1
993,60.520626,2.287017,253.810925,1.791909,0.161789,-2.287017,1
994,45.497535,2.999910,181.954985,1.886416,5.823977,-2.999910,0
995,60.342914,2.999910,253.411392,2.002985,0.351174,-2.999910,0
996,95.150845,2.818779,172.560288,1.411163,0.181938,-2.818779,1
997,81.756713,2.858957,224.564300,2.003076,0.246399,-2.858957,1
998,45.808208,2.961208,276.095315,2.033333,0.256021,-2.961208,1
999,82.037077,2.831200,224.564300,2.003883,0.200428,-2.831200,1
